,Unnamed: 0,SMILES
5581,5581,C(Cn1c(SCc2ccccn2)nc3ccccc13)N4CCOCC4
5582,5582,CCCC(=O)NCCc1c2c3ccccc3Cn2c4ccc(OC)cc14
5583,5583,CCC(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O
5584,5584,CN(CCc1ccc2OCOc2c1)CC3CCCc4c(NS(=O)(=O)C)cccc34
5585,5585,COc1cccc2[C@H](CN(C)CCc3ccc4CS(=O)(=O)Cc4c3)CCCc12
5586,5586,COc1cccc2[C@H](CN(C)CCc3ccc4c(CCS4(=O)=O)c3)CCCc12
5587,5587,CCCCCCCC\C=C\CCCCCCCCCCCC(=O)OCC1=CC(=O)C(=CO1)OC(=O)C(C)(C)C
5588,5588,COC(=O)C(C)(C)C(=O)Oc1ccc(cc1)C(=O)c2ccccc2
5589,5589,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCCl)[C@@]2(C)CCC1=O
5590,5590,OP(=O)(O)CN[C@@H](Cc1c[nH]c2ccccc12)c3nnn[nH]3
5591,5591,CC(=O)C(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5592,5592,COc1ccc2CCCC(CN(C)CCc3ccc4OCOc4c3)c2c1
5593,5593,COc1ccc2C(CN(C)CCc3ccc4OCOc4c3)CCCc2c1
5594,5594,CC(C)(C(=O)O)C(=O)Oc1ccc(cc1)C(=O)c2ccccc2
5595,5595,CC(=O)NC(C)(C)C(=O)Oc1ccc(cc1)C(=O)c2ccccc2
5596,5596,CC(C)(C)C(=O)Oc1ccc(cc1)C(=O)c2ccc(O)cc2
5597,5597,CCC(NC(=O)c1c(OC)c(nc2ccccc12)c3ccccc3)c4ccccc4
5598,5598,CC(=C)Cc1cc(ccc1OC(=O)C(C)(C)C)C(=O)c2ccccc2
5599,5599,CC(C)(C)C(=O)Oc1ccc(cc1CC=C)C(=O)c2ccccc2
5600,5600,COc1cccc2CCCC(CN(C)CCc3ccc4OCOc4c3)c12
5601,5601,CN(CCc1ccc2OCOc2c1)C[C@@H]3CCCc4c3ccc5ccoc45
5602,5602,[Na+].CC(C)(C)C(=O)Oc1ccc(cc1)C(OC(=O)CCC(=O)[O-])c2ccc(OC(=O)C(C)(C)C)cc2
5603,5603,CC(=O)Oc1ccc(cc1)C(=O)c2ccccc2
5604,5604,CC(C)(C)OC(=O)Oc1ccc(cc1)C(=O)c2ccc(OC(=O)OC(C)(C)C)cc2
5605,5605,CCSc1ccnc(C[S+]([O-])c2nc3ccccc3n2C(=O)OC(C)(C)C(Cl)(Cl)Cl)c1C
5606,5606,CCSc1ccnc(C[S+]([O-])c2nc3ccccc3n2C(=O)OCCCl)c1C
5607,5607,CC[C@@H](NC(=O)c1c(O)c(nc2ccccc12)c3ccccc3)c4ccccc4
5608,5608,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3N(C)C
5609,5609,Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3
5610,5610,COc1cccc2[C@@H](CN(C)CCc3ccc4OCOc4c3)CCCc12
5611,5611,CC1(C)C2CCC(C)(O2)C1COC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c3ccccc3
5612,5612,CC1(C)C2CCC1(C)C(C2)OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c3ccccc3
5613,5613,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3F
5614,5614,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3C
5615,5615,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCl)[C@@]2(C)CCC1=O
5616,5616,C(C1=NCCN1)c2ccc3ccccc3c2
5617,5617,COCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5618,5618,CC(=O)OCn1c(SCc2nccc3[S+]([O-])CCCc23)nc4ccccc14
5619,5619,CC(OC(=O)C)n1c(nc2ccccc12)[S+]([O-])Cc3ccccn3
5620,5620,CC1CCCC(C)C1OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c2ccccc2
5621,5621,CC[C@@H](NC(=O)c1c(CN(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4
5622,5622,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3C(=O)O
5623,5623,N.N.CC(C1C(CCC(C(CCC(CC(=O)O)C(=O)N)C(=O)O)C(=O)N)C(=O)NC1=O)c2ccccc2
5624,5624,CC(C)C(=O)OCn1c(nc2ccccc12)[S+]([O-])Cc3ccccn3
5625,5625,CC(C)COC(=O)OCn1c(nc2ccccc12)[S+]([O-])Cc3ccccn3
5626,5626,CC(C)(C)C(=O)Oc1ccc(Cc2ccc(OC(=O)C(C)(C)C)cc2)cc1
5627,5627,CCCC(C)(C)C(=O)Oc1ccc(cc1)C(=O)c2ccc(OC(=O)C(C)(C)CCC)cc2
5628,5628,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3C#N
5629,5629,CCOC(=O)n1c(nc2ccccc12)[S+]([O-])Cc3nccc(SCC)c3C
5630,5630,COc1cccc2[C@H](CN(C)CCc3ccc4CCNc4c3)CCCc12
5631,5631,COc1cccc2[C@H](CN(C)CCc3ccc4CN(Cc4c3)S(=O)(=O)C(F)(F)F)CCCc12
5632,5632,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3NC
5633,5633,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3N
5634,5634,OP(=O)(O)CC(Cc1ccc(cc1)c2ccccc2)c3nnn[nH]3
5635,5635,CSc1cccc2C(CN(C)CCc3ccc4OCOc4c3)CCCc12
5636,5636,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCO)[C@@]2(C)C=CC1=O
5637,5637,CN1C2CCC3C4CC[C@@](O)(C#CCCI)[C@@]4(C)CCC3[C@@]2(C)C=CC1=O
5638,5638,CN1C2CCC3C4CC[C@@](O)(C#CCCCl)[C@@]4(C)CCC3[C@@]2(C)C=CC1=O
5639,5639,CC1CCC(C)C1OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c2ccccc2
5640,5640,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4
5641,5641,Fc1ccccc1CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4
5642,5642,C1CCC(C1)C2(COc3ccccc3O2)C4=NCCN4
5643,5643,COC1(COc2ccccc2O1)C3=NCCN3
5644,5644,CCCN(CCC)c1cc(C)nc(n1)N(CC)c2ccc(cc2Br)C(C)C
5645,5645,CCCC1(COc2ccccc2O1)C3=NCCN3
5646,5646,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1C23OO4
5647,5647,OP(=O)(O)CN[C@@H](CCc1ccccc1)c2nnn[nH]2
5648,5648,CC(C)Oc1ccccc1N2CCN(Cc3ccc(CN4CCCCC4=O)cc3)CC2
5649,5649,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O
5650,5650,COCCN(C)CC(N(C)CCOC)C(=O)Nc1c(C)cccc1C
5651,5651,CCN(CC)CC(N(CC)CC)C(=O)Nc1ccccc1OC
5652,5652,CCN(CC)CCC(=O)Nc1c(C)cccc1C
5653,5653,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3c4ccccc4
5654,5654,C[C@@H]1CC[C@H]2[C@@H](C)[C@@](O[Si](C)(C)C)(O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4)C(F)(F)F
5655,5655,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCBr)[C@@]2(C)C=CC1=O
5656,5656,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCCl)[C@@]2(C)C=CC1=O
5657,5657,COCCOC1(COc2ccccc2O1)C3=NCCN3
5658,5658,CCCOC1(COc2ccccc2O1)C3=NCCN3
5659,5659,OCC1OC(CC1O)N2C=C(\C=C\Br)C(=O)NC2=O
5660,5660,COC(=O)CC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5661,5661,COC(=O)[C@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5662,5662,CN(CCc1ccc2OCOc2c1)CC3CCCc4c(O)cccc34
5663,5663,CC(OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c1ccccc1)C(C)(C)C
5664,5664,CC(C)(C)C(=O)Oc1ccc(cc1)C(=O)c2ccccc2
5665,5665,Cc1ccc(cn1)c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C
5666,5666,CCCCCCCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5667,5667,CCCCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5668,5668,CC(C)(C)C(=O)Oc1ccc(cc1)C(O)c2ccc(OC(=O)C(C)(C)C)cc2
5669,5669,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3cccc(c3)C(F)(F)F
5670,5670,CC1C(=O)Oc2ccc(cc12)C(=O)c3ccccc3
5671,5671,CS(=O)(=O)c1ccc(cc1)c2cc(Cl)cnc2c3ccc(CO)nc3
5672,5672,CC(C)Oc1ccccc1N2CCN(Cc3cccc(c3)C(=O)N4CCCCC4)CC2
5673,5673,CCCCN(CC)c1nc(C)nc2c1c(C)cn2c3c(C)cc(C)cc3C
5674,5674,CCN(c1nc(C)cc(n1)c2c(C)cc(C)nc2C)c3c(C)cc(cc3Br)C(C)C
5675,5675,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3[N+](C)(C)C
5676,5676,CN(CCc1ccc2OCOc2c1)C[C@@H]3CCCc4c5OCCc5ccc34
5677,5677,OC(=O)C[C@H](Cc1ccc(cc1)c2ccccc2)NCP(=O)(O)O
5678,5678,CC(C)Oc1ccccc1N2CCN(Cc3ccccc3CN4CCCCC4=O)CC2
5679,5679,OCCCCOC1(COc2ccccc2O1)C3=NCCN3
5680,5680,CCN(CC)CC(=O)Nc1c(C)cccc1C
5681,5681,COc1cccc2[C@H](CN(C)CCc3ccc4cccnc4c3)CCCc12
5682,5682,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCO)[C@@]2(C)CCC1=O
5683,5683,CCC(NC(=O)c1c(c2ccccc2)c(nc3ccccc13)c4ccccc4)c5ccccc5
5684,5684,OCCOC1(COc2ccccc2O1)C3=NCCN3
5685,5685,COC(=O)[C@@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5686,5686,C1CN=C(N1)C2(COc3ccccc3O2)c4ccccc4
5687,5687,COc1cccc2[C@H](CN(C)CCc3ccc4[nH]c(O)nc4c3)CCCc12
5688,5688,CC(C)(C)C(=O)Oc1ccc(cc1)S(=O)(=O)c2ccc(OC(=O)C(C)(C)C)cc2
5689,5689,CCCCCCc1c(nc2ccccc2c1C(=O)NC(CC)c3ccccc3)c4ccccc4
5690,5690,CC1(C)C(=O)Oc2ccc(cc12)C(=O)c3ccccc3
5691,5691,CN(N1C(=O)O[C@](C)(C1=O)c2ccc(Oc3ccccc3)cc2)c4ccccc4
5692,5692,C[C@]1(OC(=O)N(Nc2ccccc2)C1=O)c3ccc(Oc4ccccc4)cc3
5693,5693,CC(C)C(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5694,5694,CC(C)(C)C(=O)Oc1ccc(cc1)N=Nc2ccc(OC(=O)C(C)(C)C)cc2
5695,5695,CC1(C)Cc2cc(ccc2OC1=O)C(=O)c3ccccc3
5696,5696,O=C(c1ccccc1)c2ccc3OC(=O)CCc3c2
5697,5697,CS(=O)(=O)c1ccc(cc1)c2cc(Cl)cnc2c3ccc(nc3)C(=O)O
5698,5698,OP(=O)(O)CN[C@@H](Cc1ccccc1)c2nnn[nH]2
5699,5699,CCN(c1nc(C)cc(n1)c2cccnc2)c3c(Br)cc(OC)cc3OC
5700,5700,CCN(CC)CC(N(CC)CC)C(=O)Nc1cccc(OC)c1
5701,5701,CN(CCc1ccc2OCOc2c1)C[C@@H]3CC[C@H]4CCOc5cccc3c45
5702,5702,COc1cccc2[C@H](CN(C)CCc3ccc4OCCc4c3)CCCc12
5703,5703,CC(C)Oc1ccccc1N2CCN(Cc3ccccc3C(=O)N4CCCCC4)CC2
5704,5704,OP(=O)(O)C(Cc1cccc2OCOc12)N[C@@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5705,5705,COc1cccc2[C@H](CN(C)CCc3ccc4oc(O)nc4c3)CCCc12
5706,5706,CC[C@@H](NC(=O)c1c(N)c(nc2ccccc12)c3ccccc3)c4ccccc4
5707,5707,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)c3ccccc3)c4ccccc4
5708,5708,CCN(c1nc(C)cc(n1)c2ccccc2C(F)(F)F)c3c(Br)cc(cc3OC)N(C)C
5709,5709,CCN(c1ccc(cc1Br)S(=O)(=O)C)c2nc(C)cc(n2)c3ccccc3C(F)(F)F
5710,5710,CC1(CC2CCC1C2)OC(=O)[C@H](NC(=O)[C@@H](N)CC(=O)O)c3ccccc3
5711,5711,CC(C)(C)C(=O)Oc1ccc(Oc2ccc(OC(=O)C(C)(C)C)cc2)cc1
5712,5712,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3Br
5713,5713,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3Cl
5714,5714,CN(CC#C)CC(N(C)CC#C)C(=O)Nc1c(C)cccc1C
5715,5715,CC(C)N(C)CC(N(C)C(C)C)C(=O)Nc1c(C)cccc1C
5716,5716,CN(C)CC(N(C)C)C(=O)Nc1c(C)cccc1C
5717,5717,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1
5718,5718,CC1Cc2cc(ccc2OC1=O)C(=O)c3ccccc3
5719,5719,OP(=O)(O)CN[C@@H](Cc1ccc2ccccc2c1)c3nnn[nH]3
5720,5720,OP(=O)(O)C(Cc1ccc2ccccc2c1)N[C@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5721,5721,Cc1cccc(C)c1NC(=O)C(CN2CCOCC2)N3CCOCC3
5722,5722,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCO)[C@@]2(C)CCC1=O
5723,5723,CCSc1ccnc(C[S+]([O-])c2nc3ccccc3n2COC(=O)C)c1C
5724,5724,COc1ccc2[C@H](CN(C)CCc3ccc4OCOc4c3)CCCc2c1OC
5725,5725,OP(=O)(O)C(Cc1ccc2OCOc2c1)N[C@@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5726,5726,CCN(c1ccc(Br)cc1Br)c2nc(C)cc(n2)c3ccccc3C(F)(F)F
5727,5727,C1CN=C(N1)C2COc3ccccc3O2
5728,5728,CCCCCCCC1(COc2ccccc2O1)C3=NCCN3
5729,5729,CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-]
5730,5730,CN(CCc1ccc2OCOc2c1)CC3CCCc4ccccc34
5731,5731,CCCCOC1(COc2ccccc2O1)C3=NCCN3
5732,5732,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccccc3
5733,5733,CCN(CC)CC(N(CC)CC)C(=O)Nc1cc(C)ccc1OC
5734,5734,C(OC1(COc2ccccc2O1)C3=NCCN3)c4ccccc4
5735,5735,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCCI)[C@@]2(C)C=CC1=O
5736,5736,CC(C)OC1(COc2ccccc2O1)C3=NCCN3
5737,5737,CCOc1ccc(NC(=O)C(CN(C)C)N(C)C)cc1OCC
5738,5738,OP(=O)(O)C(Cc1cccc2ccccc12)N[C@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5739,5739,FC(F)(F)c1ccc2C(=O)OC(=Nc2c1)Nc3c(Cl)cccc3Cl
5740,5740,[O-][N+](=O)c1ccc2C(=O)OC(=Nc2c1)Nc3ccccc3Cl
5741,5741,OP(=O)(O)C(N[C@@H](Cc1ccc(cc1)c2ccccc2)c3nnn[nH]3)c4cccc5ccccc45
5742,5742,CCCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5743,5743,OC(=O)CCCCCCCOc1ccc(NC(=O)c2c(O)nc3cc(F)c(F)cc3c2O)cc1
5744,5744,COc1cc(Br)c(N2C(=O)N(C)c3c2nc(C)nc3c4ccccc4C(F)(F)F)c(OC)c1
5745,5745,COc1cc(Br)c(Nc2nc(C)nc(c2N)c3ccccc3C(F)(F)F)c(OC)c1
5746,5746,COc1cc(Br)c(c(OC)c1)n2c(C)nc3c(nc(C)nc23)c4ccccc4C(F)(F)F
5747,5747,Cc1ccc2C(=O)OC(=Nc2c1)Nc3ccccc3Cl
5748,5748,COC1=C[C@]23CCCN2CCc4cc5OCOc5cc4[C@@H]3[C@@H]1O
5749,5749,CCN(c1nc(C)cc(n1)c2ccccc2Cl)c3c(Br)cc(OC)cc3OC
5750,5750,CCN(c1nc(C)cc(n1)c2ccccc2)c3c(Br)cc(OC)cc3OC
5751,5751,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3c(Cl)cccc3Cl
5752,5752,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3c(C)cc(C)cc3C
5753,5753,OP(=O)(O)C(Cc1cccc2cccnc12)N[C@@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5754,5754,OC(=O)CNC(=O)C(CS)Cc1ccccc1
5755,5755,OC(=O)CCCCCCCOc1ccc(NC(=O)C2=C(O)CN(C2=O)c3ccc(Cl)cc3)cc1
5756,5756,Fc1cccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)c1
5757,5757,CCOc1ccccc1NC(=O)C(CN(C)CC)N(C)CC
5758,5758,Cc1cccc(C)c1NC(=O)C2CNCCN2
5759,5759,Clc1ccc2N=C(Nc3ccccc3I)OC(=O)c2c1
5760,5760,Clc1cccc2N=C(Nc3ccccc3I)OC(=O)c12
5761,5761,CN(C)c1ccc2C(=O)OC(=Nc2c1)Nc3ccccc3I
5762,5762,OP(=O)(O)C(Cc1ccccc1)N[C@@H](Cc2ccc(cc2)c3ccccc3)c4nnn[nH]4
5763,5763,SCC(Cc1ccc(cc1)c2ccccc2)c3nnn[nH]3
5764,5764,CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)C24OO3
5765,5765,CC(C)OC1=C(c2ccc(cc2)S(=O)(=O)C)C(C)(C)OC1=O
5766,5766,NC(=O)C(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5767,5767,O=C(NC(Cc1ccccc1)c2ccccc2)c3cc(nc4ccccc34)c5ccccc5
5768,5768,OC(=O)CCCCCCCOc1ccc(NC(=O)C2=C(O)C(NC2=O)c3ccccc3)cc1
5769,5769,COc1cc(Br)c(c(OC)c1)n2nnc3c(nc(C)nc23)c4ccccc4C(F)(F)F
5770,5770,Clc1ncc(O[C@@H]2CCNC2)cc1c3ccccc3
5771,5771,COc1ccccc1N2CC(=C(C(=O)Nc3ccc(OCCCCCCCC(=O)O)cc3)C2=O)O
5772,5772,CN1C2CCC3C(CC[C@@]4(C)C3CC[C@@]4(O)C#CCCI)[C@@]2(C)CCC1=O
5773,5773,CC[C@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5774,5774,CC[C@@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5775,5775,COc1cc(Br)c(Nc2nc(C)nc(c3ccccc3C(F)(F)F)c2[N+](=O)[O-])c(OC)c1
5776,5776,CCN(c1ccc(SC)cc1Br)c2nc(C)cc(n2)c3ccccc3C(F)(F)F
5777,5777,CCCCN(CC)c1nc(C)nc2c1nnn2c3c(Br)cc(OC)cc3OC
5778,5778,CC[C@@H](NC(=O)c1c(OCCO)c(nc2ccccc12)c3ccccc3)c4ccccc4
5779,5779,COC1(COc2ccccc2O1)C3=NC(C)CN3
5780,5780,COc1cc2OCC(OC)(Oc2cc1OC)C3=NCCN3
5781,5781,CCN(C)CC(N(C)CC)C(=O)Nc1c(C)cccc1C
5782,5782,CN(CC=C)CC(N(C)CC=C)C(=O)Nc1c(C)cccc1C
5783,5783,CCN(c1ccc(cc1Br)C(=O)C)c2nc(C)cc(n2)c3ccccc3C(F)(F)F
5784,5784,CCN1CCC[C@H]2[C@H]1Cc3c(C)cn4cccc2c34
5785,5785,CCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5786,5786,CC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5787,5787,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3ccc(cc3)c4ccccc4
5788,5788,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3cccc4ccccc34
5789,5789,OC(=O)CCCCCCCOc1ccc(NC(=O)c2c(O)nc3ccc(cc3c2O)c4cc5ccccc5s4)cc1
5790,5790,Cc1cccc(C)c1NC(=O)C(CN2CCCC2)N3CCCC3
5791,5791,CCCN1CCC[C@@H]2[C@H]1CCc3ncccc23
5792,5792,CCCN1CCC[C@H]2[C@H]1CCc3ncccc23
5793,5793,NC[C@@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5794,5794,OCCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5795,5795,[Na+].C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O[C@@H]3O[C@]4(C)CC[C@@H]1C23OO4)C(=O)OCCC(=O)[O-]
5796,5796,Ic1ccccc1CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4
5797,5797,OC(=O)CCCCCCCOc1ccc(NC(=O)C2=C(O)C(Cc3ccc(O)cc3)NC2=O)cc1
5798,5798,Cc1cc(C)c(c(C)c1)n2nnc3c(nc(C)nc23)c4ccccc4C(F)(F)F
5799,5799,OC(=O)CCCCCCCOc1ccc(NC(=O)C2=C(O)CN(C2=O)c3ccccc3Cl)cc1
5800,5800,Cc1ccc(c[n+]1[O-])c2ncc(Cl)cc2c3ccc(cc3)S(=O)(=O)C
5801,5801,CC(C)Oc1ccccc1N2CCN(Cc3cccc(CN4CCCCC4=O)c3)CC2
5802,5802,O=C1CCC(C2CCN(Cc3ccccc3)CC2)(C(=O)N1)c4ccccc4
5803,5803,Brc1ccccc1CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4
5804,5804,CC[C@@H](NC(=O)c1c(OCC(=O)N(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4
5805,5805,C1CN=C(N1)C2(COc3ccccc3O2)Oc4ccccc4
5806,5806,Clc1ccccc1CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4
5807,5807,CCCN(CC)CC(N(CC)CCC)C(=O)Nc1ccccc1OC
5808,5808,OP(=O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5809,5809,O=C(NC1(CCCC1)c2ccccc2)c3cc(nc4ccccc34)c5ccccc5
5810,5810,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)cc(n2)c3cccc(c3)c4ccccc4
5811,5811,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
5812,5812,CCOc1ccccc1NC(=O)C(CN(CC)CC)N(CC)CC
5813,5813,NC1=NC(=O)N(C=C1)C2O[C@H](CO)[C@H](O)C2=C
5814,5814,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCC5)cc4
5815,5815,Clc1ncc(O[C@@H]2CCNC2)cc1c3ccc(cc3)C#N
5816,5816,Clc1ccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)cc1
5817,5817,OCC(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5818,5818,OP(=O)(O)CN[C@@H](Cc1ccc(cc1)c2ccccc2)c3nc[nH]n3
5819,5819,OC(=O)c1n[nH]c(n1)[C@H](Cc2ccc(cc2)c3ccccc3)NCP(=O)(O)O
5820,5820,COC(=O)C(NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5821,5821,OC(=O)[C@@H](NC(=O)c1cc(nc2ccccc12)c3ccccc3)c4ccccc4
5822,5822,OC(=O)CCCCCCCOc1ccc(NC(=O)C2=C(O)CN(Cc3ccccc3)C2=O)cc1
5823,5823,CCN(c1ccc(cc1Br)C(C)C)c2nc(C)nc(n2)c3ccccc3C(F)(F)F
5824,5824,Clc1ncc(O[C@@H]2CCNC2)cc1C=C
5825,5825,C=Cc1cncc(O[C@@H]2CCNC2)c1
5826,5826,COc1ccc(cc1)N2CC(=C(C(=O)Nc3ccc(OCCCCCCCC(=O)O)cc3)C2=O)O
5827,5827,OP(=O)(O)C(Cc1ccccc1)N[C@H](Cc2ccc(cc2)c3ccccc3)c4nnn[nH]4
5828,5828,OP(=O)(O)CN[C@H](Cc1ccc(cc1)c2ccccc2)c3nnn[nH]3
5829,5829,Ic1cccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)c1
5830,5830,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
5831,5831,O=C1OC(=Nc2ccccc12)NC3CCSC3
5832,5832,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCCC5)cc4
5833,5833,Clc1ncc(O[C@@H]2CCNC2)cc1C#C
5834,5834,CCN(c1nc(C)cc(n1)c2ccccn2)c3c(Br)cc(OC)cc3OC
5835,5835,CCN(c1nc(C)cc(n1)c2ccccc2OC)c3c(Br)cc(OC)cc3OC
5836,5836,Fc1ccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)cc1
5837,5837,Brc1ccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)cc1
5838,5838,OP(=O)(O)C(Cc1cccc2ccccc12)N[C@@H](Cc3ccc(cc3)c4ccccc4)c5nnn[nH]5
5839,5839,N#Cc1ccc(cc1)c2cncc(O[C@@H]3CCNC3)c2
5840,5840,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4
5841,5841,Clc1cccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)c1
5842,5842,COC(=O)C(O)C(O)(CCCC(C)C)C(=O)O[C@H]1[C@H]2c3cc4OCOc4cc3CCN5CCC[C@]25C=C1OC
5843,5843,CCCN(CC)CC(N(CC)CCC)C(=O)Nc1ccc(OC)cc1C
5844,5844,CCN(CC)CC(N(CC)CC)C(=O)Nc1ccc(OC)cc1C
5845,5845,COC(=O)c1cccc(c1)N2CC(=C(C(=O)Nc3ccc(OCCCCCCCC(=O)O)cc3)C2=O)O
5846,5846,Clc1ccc2C(=O)OC(=Nc2c1)Nc3ccccc3I
5847,5847,COc1cccc(c1)c2cc(O[C@@H]3CCNC3)cnc2Cl
5848,5848,COc1cccc(c1)c2cncc(O[C@@H]3CCNC3)c2
5849,5849,Brc1cccc(CN2CCC(CC2)C3(CCC(=O)NC3=O)c4ccccc4)c1
5850,5850,C#Cc1cncc(O[C@@H]2CCNC2)c1
5851,5851,C1C[C@@H](CN1)Oc2cccnc2
