,Unnamed: 0,SMILES
28,28,C1CCCCCNc2cc[n+](Cc3ccc(\C=C/c4ccc(C[n+]5ccc(NCCCC1)c6ccccc56)cc4)cc3)c7ccccc27
29,29,C1CCCCCNc2cc[n+](Cc3ccc(CCc4ccc(C[n+]5ccc(NCCCC1)c6ccccc56)cc4)cc3)c7ccccc27
30,30,C1CCCCCNc2cc[n+](Cc3ccc(Cc4ccc(C[n+]5ccc(NCCCC1)c6ccccc56)cc4)cc3)c7ccccc27
31,31,Nc1cc[n+](Cc2ccc3c(Cc4cc(C[n+]5ccc(N)c6ccccc56)ccc34)c2)c7ccccc17
32,32,Nc1cc[n+](Cc2ccc(cc2)c3ccc(C[n+]4ccc(N)c5ccccc45)cc3)c6ccccc16
33,33,Cc1cc(ccc1C(=O)c2ccc(Cl)cc2Cl)N3N=CC(=O)NC3=O
34,34,C1CCCCCNc2cc[n+](Cc3ccc4c(Cc5cc(C[n+]6ccc(NCCCC1)c7ccccc67)ccc45)c3)c8ccccc28
35,35,Nc1cc[n+](Cc2ccc(Cc3ccc(C[n+]4ccc(N)c5ccccc45)cc3)cc2)c6ccccc16
36,36,COC(=O)\C=C\C(=O)Nc1ccc(CCCCC(=O)N2CCN(CC2)c3nc(N)c4cc(OC)c(OC)cc4n3)cc1
37,37,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)CCc4ccccc4
38,38,COc1ccc(\C=C\C(=O)N2CCN(CC2)c3nc(N)c4cc(OC)c(OC)cc4n3)cc1
39,39,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4cccc(F)c4
40,40,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4CC5CC4C=C5
41,41,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\C=C\C
42,42,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccccc4
43,43,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccc(F)cc4
44,44,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccc(Cl)cc4
45,45,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C(=C\c4ccccc4)\F
46,46,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)Nc4ccccc4
47,47,COC(=O)\C=C\C(=O)Nc1ccc(\C=C\C(=O)N2CCN(CC2)c3nc(N)c4cc(OC)c(OC)cc4n3)cc1
48,48,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)\C(=N\C4CCCCC4)\S
49,49,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4=CC5CCC4C=C5
50,50,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)S(=O)(=O)c4ccc(C)cc4
51,51,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)\C(=N\c4ccccc4)\S
52,52,O=C(c1ccc(cc1)N2N=CC(=O)NC2=O)c3cccs3
53,53,Cc1cc(ccc1Cc2ccccc2)N3N=CC(=O)NC3=O
54,54,Cc1cc(cc(Cl)c1C(=O)c2ccc(Cl)cc2)N3N=CC(=O)NC3=O
55,55,O=C(c1ccccc1)c2cccc(c2)N3N=CC(=O)NC3=O
56,56,Cc1cc(cc(C)c1C(=O)c2ccc(Cl)cc2)N3N=CC(=O)NC3=O
57,57,Cc1cc(Cl)ccc1C(=O)c2ccc(cc2C)N3N=CC(=O)NC3=O
58,58,CC(=O)c1ccc(cc1Cl)N2N=CC(=O)NC2=O
59,59,Clc1cc(ccc1C(=O)c2ccccc2)N3N=CC(=O)NC3=O
60,60,Cc1cc(C)c(C(=O)c2ccc(cc2)N3N=CC(=O)NC3=O)c(C)c1
61,61,Clc1ccc(cc1)C(=O)c2ccc(cc2)N3N=CC(=O)NC3=O
62,62,Cc1cc(ccc1C(O)c2ccc(Cl)cc2)N3N=CC(=O)NC3=O
63,63,C(C1CCCCN1)N2CCN(Cc3cccnc3)CC2
64,64,C(C1CCCCN1)N2CCN(Cc3ccncc3)CC2
65,65,CN1CCCCC1CN2CCN(Cc3ccncc3)CC2
66,66,CN1CCCCC1CN2CCN(Cc3cccnc3)CC2
67,67,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccc(Br)cc4
68,68,CCCC(=O)c1ccc(cc1)N2N=CC(=O)NC2=O
69,69,CC(=O)c1ccc(cc1)N2N=CC(=O)NC2=O
70,70,Clc1ccc2Oc3ccc(cc3C(=O)c2c1)c4ccc(cc4)N5N=CC(=O)NC5=O
71,71,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccc(N=C=S)c(I)c4
72,72,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)\C(=N\c4ccc(NC(=S)N5CC5)cc4)\S
73,73,CN1CCC[C@H]1CN2CCN(Cc3ccncc3)CC2
74,74,CN1CCC[C@H]1CN2CCN(Cc3cccnc3)CC2
75,75,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4
76,76,COC(=O)\C=C\C=C\C(=O)N1CCN(CC1)c2nc(N)c3cc(OC)c(OC)cc3n2
77,77,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4OC4c5ccccc5
78,78,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\C(=O)c4ccccc4
79,79,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4ccc5ccccc5c4
80,80,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)\C(=N\c4ccc(cc4)N=[N+]=[N-])\S
81,81,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4cccc(CCl)c4
82,82,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccc(cc4)N=C=S
83,83,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)\C=C\c4ccc(NC(=O)CBr)cc4
84,84,Oc1ccc2c(c1)C(=O)Oc3c(O)c(O)ccc23
85,85,O=C1Oc2ccccc2c3ccccc13
86,86,Oc1ccc2c(OC(=O)c3ccccc23)c1O
87,87,Oc1cc2C(=O)Oc3ccccc3c2cc1O
88,88,Oc1cc2OC(=O)c3cc(O)c(O)cc3c2cc1O
89,89,[Na+].Cc1cc(CC(=O)[O-])n(C)c1C(=O)c2ccc(Cl)cc2
90,90,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)COc4ccccc4
91,91,C[C@@H]1C[C@@H]2O[C@@H]3C[C@@H]4OC(=O)C=C(C)[C@H]4O[C@@]3(C)C[C@H]2O[C@H]5CC[C@@]6(C)O[C@@]7(C)C[C@H]8O[C@H]9C[C@H]%10O[C@@]%11(C)[C@@H](O)C[C@H](CC(=C)C=O)O[C@@H]%11C[C@@H]%10O[C@@H]9\C=C/C[C@]8(C)O[C@@H]7C[C@@H]6O[C@H]15
92,92,CN1CCC[C@H]1c2cccnc2
93,93,C1CN[C@@H](C1)c2cccnc2
94,94,CCC(C)(C)NC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
95,95,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)NC(C)CC(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
96,96,CCCC(C)NC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
97,97,O=C(C1CCCCN1)N2CCN(Cc3cccnc3)CC2
98,98,C([C@@H]1CCCN1)N2CCN(Cc3cccnc3)CC2
99,99,C([C@@H]1CCCN1)N2CCN(Cc3ccncc3)CC2
100,100,Oc1ccc2c(OC(=O)c3ccc(F)cc23)c1O
101,101,Oc1cc2C(=O)Oc3c(Cl)c(Cl)ccc3c2cc1O
102,102,Cc1cc(O)c(O)c2OC(=O)c3ccc(F)cc3c12
103,103,ONC1c2cc(O)c(O)cc2c3cc(O)c(O)cc13
104,104,Oc1cc2C(=O)c3cc(O)c(O)cc3c2cc1O
105,105,Oc1cc2C(=O)Oc3c(F)c(F)ccc3c2cc1O
106,106,Oc1cc2OC(=O)c3ccc(F)cc3c2cc1O
107,107,C[C@]12CCC3C(CC=C4C[C@@H](O)[C@H]5COC[C@@]34C5)C1CC[C@@H]2OC6CC6
108,108,C[C@]12CCC3C(CC(=O)C4=CC(=O)CC[C@]34C)C1CC[C@@H]2OC5CC5
109,109,Oc1ccc2c(OC(=O)c3cc(O)c(O)cc23)c1O
110,110,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)NCC(C)(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
111,111,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)NC(C)(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
112,112,CCCCCCCC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
113,113,CCCCCCCCCC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
114,114,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
115,115,CCCCCCCCNC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
116,116,CCCCCCCCCCCCCCCCCC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
117,117,Cn1c(CC(=O)O)cc(CO)c1C(=O)c2ccc(Cl)cc2
118,118,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)COc3ccc(Cl)cc3)C2)C(=O)c4cc(OC)c(OC)c(OC)c4
119,119,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)COc3ccc(F)cc3)C2)C(=O)c4cc(OC)c(OC)c(OC)c4
120,120,C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2OC5CC5
121,121,C[C@]12CCC3C(CC=C4C(C)(C)[C@@H](O)CC[C@]34C)C1CC[C@@H]2OC5CC5
122,122,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
123,123,CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12
124,124,Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34
125,125,Cc1cc(O)c(O)c2OC(=O)c3cc(O)c(O)cc3c12
126,126,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)C3CCCCC3)C2)C(=O)c4cc(OC)c(OC)c(OC)c4
127,127,CCC(CC)C(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
128,128,CC(=O)\C=C\CC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
129,129,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C=C)c3c2F)C(=O)O
130,130,CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCc5ccc(F)cc5
131,131,COCCc1ccc(OCC(O)CN(CC(O)COc2ccc(CCOC)cc2)C(C)COCC(C)OCC(C)OCC(C)N(CC(O)COc3ccc(CCOC)cc3)CC(O)COc4ccc(CCOC)cc4)cc1
132,132,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O
133,133,CCCCCN(CCCCC)C(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
134,134,CCCCN(CCCC)C(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
135,135,CCCC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
136,136,CCCN(CCC)C(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
137,137,CCN(CC)C(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
138,138,COc1cc(NC(=O)OCC2CN(CCN2C(=O)c3cc(OC)c(OC)c(OC)c3)C(=O)c4cc(OC)c(OC)c(OC)c4)cc(OC)c1OC
139,139,CCC(CC)NC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
140,140,CCC(C)CNC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
141,141,CCCCC(CC)CNC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
142,142,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)NCCC(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
143,143,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)NC(C)C(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
144,144,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)c3ccccc3Cl)C2)C(=O)c4cc(OC)c(OC)c(OC)c4
145,145,CCCCCC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
146,146,Cc1nccn1CCCCc2ccc(CC(=O)N[C@H](CO)Cc3ccc(OCCC4CCCCC4)c(CCCN)c3)cc2
147,147,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)C(C)(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
148,148,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3
149,149,O=C(C1CCCCN1)N2CCN(Cc3ccncc3)CC2
150,150,O=C(C1CCCCN1)N2CCN(Cc3ccccn3)CC2
151,151,O=C([C@@H]1CCCN1)N2CCN(Cc3cccnc3)CC2
152,152,O=C([C@@H]1CCCN1)N2CCN(Cc3ccccn3)CC2
153,153,COc1cc(cc(OC)c1OC)C(=O)N2CCN(C(COC(=O)CC(C)(C)C)C2)C(=O)c3cc(OC)c(OC)c(OC)c3
154,154,C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CC[C@@H]2OC5CC5
155,155,C[C@]12CCC3C(CCC4=CC(=O)[C@H]5COC[C@@]34C5)C1CC[C@@H]2OC6CC6
156,156,CCC(CC)C(=O)OCC1CN(Cc2cc(OC)c(OC)c(OC)c2)CCN1Cc3cc(OC)c(OC)c(OC)c3
157,157,COc1cc(cc(OC)c1OC)N2CCN(CC2)c3cc(OC)c(OC)c(OC)c3
158,158,COc1cc(cc(OC)c1OC)C(=O)N2CCN(CC2)C(=O)c3cc(OC)c(OC)c(OC)c3
159,159,Cc1nccn1CCCCc2ccc(CC(=O)N[C@H](CO)Cc3ccc(OCCC4CCCCC4)c(CCCCN)c3)cc2
160,160,Cc1nccn1CCCCc2ccc(CC(=O)N[C@@H](CO)Cc3ccc(OCCC4CCCCC4)c(CCCN)c3)cc2
161,161,CCCCNC(=O)OCC1CN(CCN1C(=O)c2cc(OC)c(OC)c(OC)c2)C(=O)c3cc(OC)c(OC)c(OC)c3
162,162,N[C@@H](CCC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O
163,163,COC(=O)[C@@H](N)CO
164,164,Cl.N[C@@H](CNC(=O)Nc1ccc(cc1)[N+](=O)[O-])C(=O)O
165,165,Cl.COC(=O)[C@@H](N)COC(=O)Nc1ccc(cc1)[N+](=O)[O-]
166,166,Cl.COC(=O)[C@@H](N)CCC(=O)Nc1ccc(cc1)[N+](=O)[O-]
167,167,CON(C)C(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)[S+]2[O-])C1=O
168,168,CC1(C)[C@@H](N2[C@@H](C(C\C=C\C=O)C2=O)S1(=O)=O)C(=O)O
169,169,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O
170,170,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(OC)c3c2F)C(=O)O
171,171,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4C)c3c2F)C(=O)O
172,172,CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N
173,173,Cc1nccn1CCCCc2ccc(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC3CCCCC3)cc2
174,174,Cl.COC(=O)[C@@H](N)CNC(=O)Nc1ccc(cc1)[N+](=O)[O-]
175,175,CC(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
176,176,COC(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
177,177,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C(C)C)c3c2F)C(=O)O
178,178,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CCCC4)c3c2F)C(=O)O
179,179,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(c4ccc(F)cc4)c3c2F)C(=O)O
180,180,CN1CCN(CC1)c2cc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4
181,181,C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O
182,182,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC4CCCN4)nn3)C2=O)S1(=O)=O)C(=O)O
183,183,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(O)cc4)C2=O)S1(=O)=O)C(=O)O
184,184,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
185,185,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C)c3c2F)C(=O)O
186,186,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CCCCC4)c3c2F)C(=O)O
187,187,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCSC(=N)N)c4ccccc34)c5ccccc15
188,188,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(F)cc4)C2=O)S1(=O)=O)C(=O)O
189,189,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(N)cc4)C2=O)S1(=O)=O)C(=O)O
190,190,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)C2=O)S1(=O)=O)C(=O)O
191,191,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCC[N+](C)(C)C)c4ccccc34)c5ccccc15
192,192,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCC(=N)N)c4ccccc34)c5ccccc15
193,193,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15
194,194,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCN)c4ccccc34)c5ccccc15
195,195,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(CC)c3c2F)C(=O)O
196,196,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O
197,197,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCN=C(N)N)c4ccccc34)c5ccccc15
198,198,CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccccc4)C2=O)S1(=O)=O)C(=O)O
199,199,CC1(C)[C@@H](N2[C@H](C(C\C=C\C#N)C2=O)S1(=O)=O)C(=O)O
200,200,COC(=O)\C=C\CC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
201,201,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(CC(F)(F)F)c3c2F)C(=O)O
202,202,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCO)c4ccccc34)c5ccccc15
203,203,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCO)c4ccccc34)c5ccccc15
204,204,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCO)c4ccccc34)c5ccccc15
205,205,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCCO)c4ccccc34)c5ccccc15
206,206,CNCCCn1cc(C2=C(C(=O)NC2=O)c3cn(C)c4ccccc34)c5ccccc15
207,207,COc1ccc(cc1)c2c(nc3CCCn23)c4ccccn4
208,208,CCc1cc2c(Sc3nnc(N)s3)ncnc2s1
209,209,CNN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3
210,210,CCc1cc2c(O)ncnc2s1
211,211,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCCN)c4ccccc34)c5ccccc15
212,212,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCN)c4ccccc34)c5ccccc15
213,213,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O
214,214,C1CC(=CCN1)c2ccccc2
215,215,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(CC4CC4)c3c2F)C(=O)O
216,216,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(NC)c3c2F)C(=O)O
217,217,C[N+]1([O-])CCC(=CC1)c2ccccc2
218,218,CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3
219,219,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCCSC(=N)N)c4ccccc34)c5ccccc15
220,220,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(=O)O
221,221,OC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5
222,222,C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
223,223,C1Cc2nc(c3ccccn3)c(c4ccc5OCOc5c4)n2C1
224,224,Fc1ccc(cc1)c2c(nc3SCCn23)c4ccccn4
225,225,Fc1ccc(cc1)c2c(nc3CCCn23)c4ccccn4
226,226,Fc1ccc(cc1)c2c(nc3SCCn23)c4ccncc4
227,227,Fc1ccc(cc1)c2c(nc3CCCn23)c4cccnc4
228,228,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(c4nccs4)c3c2F)C(=O)O
229,229,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(c4ccccc4)c3c2F)C(=O)O
230,230,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(C4CCC4)c3c2F)C(=O)O
231,231,CCNCC1CCN(C1)c2c(F)cc3C(=O)C(=CN(c3c2F)C4(C)CC4)C(=O)O
232,232,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCC\N=C(/N)\N[N+](=O)[O-])c4ccccc34)c5ccccc15
233,233,CCc1cc2c(Cl)ncnc2s1
234,234,CCc1cc2c(Sc3nnc(C)s3)ncnc2s1
235,235,CCc1cc2c(Nc3nnc(C)s3)ncnc2s1
236,236,Cc1ccc(Sc2cncc3sc(cc23)C(=O)N)cc1
237,237,Cc1ccc(Sc2ccnc3sc(cc23)C(=O)N)cc1
238,238,COc1ccc2sc(C(=O)N)c(OC(C)C)c2c1
239,239,OC(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccccn4
240,240,N#Cc1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5
241,241,NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4
242,242,OCc1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4
243,243,OC(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4
244,244,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCN)c4ccccc34)c5ccccc15
